Suburb,Type,Price,Result,Seller,Date,Bedroom,Bathroom,Car,Landsize,YearBuilt,CouncilArea,Latitude,Longtitude,RegionName
Ascot Vale,Townhouse,865000,Sold Prior,Nelson,18/03/2017,2,2,1,146,2015,Moonee Valley City Council,-37.7713,144.9038,Western Metropolitan
Ascot Vale,House,1435000,Sold,Nelson,8/04/2017,3,1,1,450,1920,Moonee Valley City Council,-37.7756,144.9148,Western Metropolitan
Ascot Vale,House,2100000,Sold,Nelson,6/05/2017,5,3,3,468,1925,Moonee Valley City Council,-37.7822,144.9065,Western Metropolitan
Ascot Vale,House,1020000,Passed In,Nelson,13/05/2017,2,1,1,226,1920,Moonee Valley City Council,-37.7761,144.9165,Western Metropolitan
Ascot Vale,House,1041000,Sold,Nelson,13/05/2017,3,2,2,209,2009,Moonee Valley City Council,-37.7774,144.904,Western Metropolitan
Ascot Vale,House,2250000,Passed In,Jellis,13/05/2017,6,3,2,1012,1887,Moonee Valley City Council,-37.7721,144.9184,Western Metropolitan
Ascot Vale,House,1530000,Sold,Nelson,27/05/2017,3,2,1,257,1915,Moonee Valley City Council,-37.77727,144.92655,Western Metropolitan
Ascot Vale,House,865000,Passed In,Nelson,27/05/2017,3,1,0,217,1910,Moonee Valley City Council,-37.77391,144.92151,Western Metropolitan
Ascot Vale,House,1082000,Sold,Nelson,27/05/2017,3,2,2,254,2000,Moonee Valley City Council,-37.77549,144.90865,Western Metropolitan
Ascot Vale,House,1500000,Passed In,Biggin,3/06/2017,3,3,1,382,2008,Moonee Valley City Council,-37.77206,144.90397,Western Metropolitan
Ascot Vale,House,1750000,Sold Prior,Rendina,17/06/2017,4,2,1,360,1910,Moonee Valley City Council,-37.77459,144.92993,Western Metropolitan
Ascot Vale,House,1400000,Sold Prior,Nelson,17/06/2017,4,1,3,165,1910,Moonee Valley City Council,-37.77352,144.92188,Western Metropolitan
Ascot Vale,House,1010000,Sold,Brad,24/06/2017,3,2,1,150,1990,Moonee Valley City Council,-37.77639,144.91666,Western Metropolitan
Ascot Vale,House,990000,Sold,Brad,24/06/2017,3,1,0,196,1900,Moonee Valley City Council,-37.77552,144.92022,Western Metropolitan
Ascot Vale,Unit,825000,Passed In,McDonald,15/07/2017,3,2,2,2905,2005,Moonee Valley City Council,-37.78258,144.91694,Western Metropolitan
Ascot Vale,Unit,425500,Sold,Brad,15/07/2017,2,1,1,1727,1960,Moonee Valley City Council,-37.77341,144.9013,Western Metropolitan
Ascot Vale,House,920000,Passed In,Nelson,15/07/2017,2,2,0,234,1910,Moonee Valley City Council,-37.78052,144.93002,Western Metropolitan
Ascot Vale,House,1306000,Sold,Jellis,15/07/2017,3,1,0,199,1900,Moonee Valley City Council,-37.77561,144.91695,Western Metropolitan
Ascot Vale,Unit,566000,Sold,Nelson,15/07/2017,2,1,1,1017,1972,Moonee Valley City Council,-37.77226,144.90942,Western Metropolitan
Ascot Vale,House,870000,Passed In,Nelson,9/09/2017,3,2,3,388,1950,Moonee Valley City Council,-37.7822,144.92042,Western Metropolitan
Ascot Vale,Unit,870000,Sold Prior,Jellis,9/09/2017,3,2,1,3215,1900,Moonee Valley City Council,-37.78344,144.92183,Western Metropolitan
Ascot Vale,House,950000,Sold Prior,Nelson,7/10/2017,2,1,0,138,1900,Moonee Valley City Council,-37.77529,144.92255,Western Metropolitan
Ascot Vale,House,1635000,Sold,Brad,14/10/2017,3,1,2,619,1930,Moonee Valley City Council,-37.7755,144.9275,Western Metropolitan
Ascot Vale,House,1700000,Sold,Nelson,21/10/2017,4,2,1,475,1900,Moonee Valley City Council,-37.77872,144.9241,Western Metropolitan
Ascot Vale,House,1365000,Sold,Raine,11/11/2017,2,2,2,320,1950,Moonee Valley City Council,-37.7722,144.909,Western Metropolitan
Ascot Vale,House,1325000,Sold,Nelson,18/11/2017,5,3,2,601,1920,Moonee Valley City Council,-37.7773,144.9119,Western Metropolitan
Ascot Vale,House,1750000,Passed In,Rendina,18/11/2017,3,2,1,446,1890,Moonee Valley City Council,-37.7766,144.9143,Western Metropolitan
Ascot Vale,House,1800000,Passed In,Raine,9/12/2017,4,3,2,561,1950,Moonee Valley City Council,-37.77274,144.90328,Western Metropolitan
Ascot Vale,House,1400000,Sold,Nelson,9/12/2017,4,1,2,520,1890,Moonee Valley City Council,-37.78034,144.92494,Western Metropolitan
Ascot Vale,House,1550000,Passed In,Rendina,17/02/2018,3,2,1,1350,1890,Moonee Valley City Council,-37.77659,144.91428,Western Metropolitan
Ascot Vale,House,1320000,Sold,Brad,24/02/2018,3,1,2,438,1960,Moonee Valley City Council,-37.77451,144.9025,Western Metropolitan
Ascot Vale,House,1080000,Sold,Brad,24/02/2018,3,2,2,223,2010,Moonee Valley City Council,-37.77748,144.90652,Western Metropolitan
Ascot Vale,House,1050000,Passed In,Nelson,3/03/2018,3,1,1,272,1910,Moonee Valley City Council,-37.77202,144.90731,Western Metropolitan
Ascot Vale,Townhouse,838000,Sold,Brad,17/03/2018,2,2,2,131,2016,Moonee Valley City Council,-37.77558,144.90397,Western Metropolitan
Ascot Vale,House,1610000,Sold,Jellis,17/03/2018,4,2,1,466,1900,Moonee Valley City Council,-37.77593,144.92156,Western Metropolitan
Ascot Vale,House,1310000,Passed In,Nelson,17/03/2018,3,2,2,351,1900,Moonee Valley City Council,-37.77677,144.9128,Western Metropolitan
Ashburton,House,1662000,Sold,Jellis,14/05/2016,3,2,2,351,2006,Boroondara City Council,-37.8742,145.07,Southern Metropolitan
Ashburton,House,1790000,Passed In,hockingstuart,28/05/2016,4,2,2,514,1935,Boroondara City Council,-37.8664,145.0772,Southern Metropolitan
Ashburton,House,1555000,Sold,Jellis,4/06/2016,3,2,2,731,1935,Boroondara City Council,-37.8666,145.0676,Southern Metropolitan
Ashburton,House,1415000,Sold,Buxton,27/06/2016,3,1,1,605,1950,Boroondara City Council,-37.8703,145.0774,Southern Metropolitan
Ashburton,House,1440000,Passed In,Jellis,27/06/2016,2,1,1,687,1940,Boroondara City Council,-37.872,145.0692,Southern Metropolitan
Ashburton,House,2752000,Sold,Jellis,22/08/2016,6,4,2,1075,2010,Boroondara City Council,-37.8714,145.073,Southern Metropolitan
Ashburton,House,1500000,Passed In,Jellis,22/08/2016,3,2,2,710,1945,Boroondara City Council,-37.8653,145.0897,Southern Metropolitan
Ashburton,House,1650000,Sold,Marshall,28/08/2016,3,1,1,697,1947,Boroondara City Council,-37.8636,145.0903,Southern Metropolitan
Ashburton,House,2650000,Sold,Marshall,3/09/2016,4,3,2,753,2015,Boroondara City Council,-37.8669,145.0767,Southern Metropolitan
Ashburton,House,2950000,Sold,hockingstuart,10/09/2016,9,7,4,1472,2009,Boroondara City Council,-37.8729,145.0788,Southern Metropolitan
Ashburton,House,2215000,Sold Prior,Marshall,10/09/2016,4,2,1,681,1940,Boroondara City Council,-37.8612,145.0858,Southern Metropolitan
Ashburton,House,1518000,Sold,Jellis,10/09/2016,3,2,2,516,1920,Boroondara City Council,-37.8675,145.0668,Southern Metropolitan
Ashburton,House,1100000,Passed In,Marshall,8/10/2016,3,3,2,276,2004,Boroondara City Council,-37.8699,145.0778,Southern Metropolitan
Ashburton,House,1337000,Sold,Buxton,8/10/2016,3,1,2,583,1950,Boroondara City Council,-37.8685,145.0786,Southern Metropolitan
Ashburton,House,1665000,Sold,Jellis,15/10/2016,3,2,3,702,1945,Boroondara City Council,-37.8737,145.0695,Southern Metropolitan
Ashburton,House,1550000,Passed In,Marshall,12/11/2016,4,2,2,780,1938,Boroondara City Council,-37.86,145.0817,Southern Metropolitan
Ashburton,Townhouse,900000,Sold,Jellis,19/11/2016,3,2,2,153,1990,Boroondara City Council,-37.8655,145.0808,Southern Metropolitan
Ashburton,Townhouse,1250000,Passed In,Noel,27/11/2016,4,2,2,321,2007,Boroondara City Council,-37.8693,145.08,Southern Metropolitan
Ashburton,House,1600000,Sold,Marshall,27/11/2016,5,3,4,700,1950,Boroondara City Council,-37.8724,145.0758,Southern Metropolitan
Ashburton,House,1860000,Sold,Jellis,27/11/2016,4,2,3,696,2000,Boroondara City Council,-37.8711,145.0746,Southern Metropolitan
Ashburton,Townhouse,1710000,Sold,Marshall,27/11/2016,3,2,2,295,1990,Boroondara City Council,-37.8624,145.0798,Southern Metropolitan
Ashburton,House,1670000,Sold,Jellis,3/12/2016,3,2,2,599,1930,Boroondara City Council,-37.8673,145.0688,Southern Metropolitan
Ashburton,Townhouse,2050000,Sold,Fletchers,3/12/2016,3,3,4,310,2014,Boroondara City Council,-37.874,145.0714,Southern Metropolitan
Ashburton,House,1710000,Sold,hockingstuart,10/12/2016,3,1,2,806,1950,Boroondara City Council,-37.8695,145.084,Southern Metropolitan
Ashburton,House,1655000,Sold,Jellis,10/12/2016,3,1,3,780,1940,Boroondara City Council,-37.8599,145.0815,Southern Metropolitan
Ashburton,House,1800000,Sold,Jellis,25/02/2017,4,2,4,749,1950,Boroondara City Council,-37.8669,145.077,Southern Metropolitan
Ashburton,House,1830000,Sold,Jellis,25/02/2017,3,2,3,724,1940,Boroondara City Council,-37.8619,145.0879,Southern Metropolitan
Ashburton,Unit,500000,Passed In,Fletchers,4/03/2017,2,1,1,710,2010,Boroondara City Council,-37.8636,145.0794,Southern Metropolitan
Ashburton,House,3510000,Sold,Jellis,18/03/2017,5,5,2,755,2015,Boroondara City Council,-37.8598,145.0796,Southern Metropolitan
Ashburton,House,2220000,Sold,Marshall,13/05/2017,4,3,2,480,2016,Boroondara City Council,-37.8726,145.0716,Southern Metropolitan
Ashburton,Townhouse,1655000,Sold,hockingstuart,3/06/2017,4,3,2,510,2013,Boroondara City Council,-37.87159,145.0795,Southern Metropolitan
Ashburton,House,2405000,Sold,Jellis,3/06/2017,4,2,2,604,1930,Boroondara City Council,-37.86513,145.07919,Southern Metropolitan
Ashburton,Townhouse,1520000,Sold,Jellis,12/08/2017,4,3,2,267,2012,Boroondara City Council,-37.87036,145.08471,Southern Metropolitan
Ashburton,House,2299500,Sold,Jellis,12/08/2017,3,2,3,634,1940,Boroondara City Council,-37.86516,145.07958,Southern Metropolitan
Ashburton,House,1920000,Sold,Jellis,19/08/2017,4,3,2,391,2016,Boroondara City Council,-37.86664,145.08597,Southern Metropolitan
Ashburton,Townhouse,1650000,Passed In,Jellis,26/08/2017,4,2,1,338,2005,Boroondara City Council,-37.86058,145.08542,Southern Metropolitan
Ashburton,House,2550000,Sold,Marshall,26/08/2017,3,2,3,1170,1950,Boroondara City Council,-37.87253,145.0705,Southern Metropolitan
Ashburton,House,1555000,Sold,Jellis,16/09/2017,3,1,4,649,1950,Boroondara City Council,-37.87,145.08803,Southern Metropolitan
Ashburton,House,1210000,Sold,Jellis,23/09/2017,3,1,3,407,1955,Boroondara City Council,-37.8696,145.0866,Southern Metropolitan
Ashburton,House,2005000,Sold,Marshall,14/10/2017,4,2,2,572,1930,Boroondara City Council,-37.86688,145.06925,Southern Metropolitan
Ashburton,House,1870000,Sold Prior,Marshall,28/10/2017,3,1,2,689,1940,Boroondara City Council,-37.87286,145.07412,Southern Metropolitan
Ashburton,House,1595000,Sold,Jellis,28/10/2017,3,2,1,416,2000,Boroondara City Council,-37.86783,145.08307,Southern Metropolitan
Ashburton,House,1620000,Sold,Purplebricks,28/10/2017,3,1,3,637,1947,Boroondara City Council,-37.87044,145.08609,Southern Metropolitan
Ashburton,House,2350000,Sold Prior,Marshall,9/12/2017,4,2,2,626,1950,Boroondara City Council,-37.87364,145.07263,Southern Metropolitan
Ashburton,House,2850500,Sold,Jellis,3/03/2018,5,2,2,697,2013,Boroondara City Council,-37.87132,145.07267,Southern Metropolitan
Ashwood,Unit,690000,Sold,Ray,14/05/2016,2,1,1,216,2003,Monash City Council,-37.8711,145.1017,Southern Metropolitan
Ashwood,House,1200000,Passed In,Buxton,28/05/2016,3,2,2,839,1970,Monash City Council,-37.8614,145.1098,Southern Metropolitan
Ashwood,House,1075000,Passed In,Jellis,4/06/2016,2,1,2,695,1950,Monash City Council,-37.8694,145.0944,Southern Metropolitan
Ashwood,House,1500000,Sold,Fletchers,6/08/2016,2,2,2,621,2000,Monash City Council,-37.8647,145.1023,Southern Metropolitan
Ashwood,Unit,700000,Sold,hockingstuart,22/08/2016,2,1,2,192,2007,Monash City Council,-37.8709,145.102,Southern Metropolitan
Ashwood,Townhouse,830000,Sold,Barry Plant,28/08/2016,2,1,2,212,2012,Monash City Council,-37.8723,145.1089,Southern Metropolitan
Ashwood,House,1365000,Sold,Fletchers,10/09/2016,3,1,1,792,1950,Monash City Council,-37.864,145.0972,Southern Metropolitan
Ashwood,House,1529500,Sold,Buxton,17/09/2016,5,3,2,585,2000,Monash City Council,-37.8637,145.1024,Southern Metropolitan
Ashwood,House,1110000,Sold,Fletchers,24/09/2016,2,1,1,586,1950,Monash City Council,-37.8683,145.1082,Southern Metropolitan
Ashwood,House,1631000,Sold,Jellis,15/10/2016,3,2,3,782,1950,Monash City Council,-37.8621,145.1021,Southern Metropolitan
Ashwood,House,1500000,Sold,Buxton,15/10/2016,4,2,1,593,1930,Monash City Council,-37.8655,145.096,Southern Metropolitan
Ashwood,Townhouse,700000,Sold,hockingstuart,7/11/2016,2,1,2,367,1970,Monash City Council,-37.8662,145.109,Southern Metropolitan
Ashwood,House,761000,Passed In,Fletchers,7/11/2016,3,2,4,400,1950,Monash City Council,-37.8675,145.106,Southern Metropolitan
Ashwood,House,785000,Sold,Buxton,19/11/2016,3,1,1,557,1960,Monash City Council,-37.8671,145.1117,Southern Metropolitan
Ashwood,Townhouse,900500,Sold,Jellis,27/11/2016,3,2,2,256,2012,Monash City Council,-37.8655,145.1096,Southern Metropolitan
Ashwood,House,1305000,Sold,Jellis,25/02/2017,3,1,1,760,1960,Monash City Council,-37.858,145.1038,Southern Metropolitan
Ashwood,House,855000,Sold,Noel,25/02/2017,3,2,1,320,1958,Monash City Council,-37.87,145.1103,Southern Metropolitan
Ashwood,House,1200000,Sold Prior,Purplebricks,4/03/2017,4,3,2,372,2016,Monash City Council,-37.8716,145.0999,Southern Metropolitan
Ashwood,Unit,600000,Sold,Noel,18/03/2017,2,1,1,153,1970,Monash City Council,-37.8696,145.0962,Southern Metropolitan
Ashwood,House,1495000,Sold,Barry Plant,8/04/2017,2,1,2,803,1950,Monash City Council,-37.8683,145.1064,Southern Metropolitan
Ashwood,Unit,822000,Sold,Marshall,8/04/2017,2,1,1,78,1970,Monash City Council,-37.8677,145.0981,Southern Metropolitan
Ashwood,Townhouse,770000,Sold Prior,Buxton,8/04/2017,2,1,2,162,2010,Monash City Council,-37.871,145.0994,Southern Metropolitan
Ashwood,Unit,890000,Sold,Jellis,20/05/2017,3,2,2,235,2006,Monash City Council,-37.8625,145.1083,Southern Metropolitan
Ashwood,House,1680000,Sold,Jellis,17/06/2017,4,3,3,726,1958,Monash City Council,-37.85842,145.10288,Southern Metropolitan
Ashwood,House,860000,Sold,Purplebricks,17/06/2017,3,2,2,280,1990,Monash City Council,-37.87105,145.10198,Southern Metropolitan
Ashwood,House,1420000,Sold,Fletchers,15/07/2017,3,1,1,726,1965,Monash City Council,-37.86173,145.11074,Southern Metropolitan
Ashwood,House,1450000,Sold,Fletchers,22/07/2017,4,2,1,803,1965,Monash City Council,-37.86162,145.11042,Southern Metropolitan
Ashwood,Townhouse,1060000,Sold,Buxton,22/07/2017,3,2,2,343,2000,Monash City Council,-37.86324,145.10289,Southern Metropolitan
Ashwood,House,1540000,Sold,Jellis,29/07/2017,4,2,3,668,1970,Monash City Council,-37.86096,145.10026,Southern Metropolitan
Ashwood,House,1575000,Sold,Jellis,19/08/2017,3,1,2,787,1955,Monash City Council,-37.86394,145.09702,Southern Metropolitan
Ashwood,House,1360000,Passed In,Buxton,9/12/2017,4,2,2,701,1950,Monash City Council,-37.86138,145.09694,Southern Metropolitan
Ashwood,House,1554000,Sold,hockingstuart,24/02/2018,3,2,4,698,1945,Monash City Council,-37.86131,145.09638,Southern Metropolitan
Ashwood,House,1850000,Sold,Buxton,24/02/2018,4,3,2,746,1960,Monash City Council,-37.86491,145.09752,Southern Metropolitan
Ashwood,House,1150000,Passed In,Jellis,17/03/2018,3,1,3,621,1960,Monash City Council,-37.87229,145.10489,Southern Metropolitan
Aspendale,House,970000,Passed In,hockingstuart,22/07/2017,4,2,2,612,1960,Kingston City Council,-38.01596,145.09932,South-Eastern Metropolitan
Aspendale,House,780000,Passed In,Ray,9/09/2017,3,1,2,292,1955,Kingston City Council,-38.01908,145.09702,South-Eastern Metropolitan
Aspendale,House,1000000,Sold,Buxton,6/01/2018,3,1,2,556,1970,Kingston City Council,-38.02357,145.10492,South-Eastern Metropolitan
Aspendale,House,830000,Sold Prior,Barry Plant,6/01/2018,3,1,2,535,1980,Kingston City Council,-38.02493,145.1101,South-Eastern Metropolitan
Aspendale,Townhouse,1095000,Sold,Buxton,3/03/2018,3,2,1,284,2012,Kingston City Council,-38.01646,145.09967,South-Eastern Metropolitan
Aspendale,House,940000,Sold,hockingstuart,17/03/2018,4,2,2,635,1995,Kingston City Council,-38.02416,145.11053,South-Eastern Metropolitan
Aspendale Gardens,House,867500,Sold,Ray,9/12/2017,4,2,2,529,1990,Kingston City Council,-38.02704,145.1291,South-Eastern Metropolitan
Attwood,House,941000,Sold,Barry Plant,21/10/2017,4,2,2,760,1999,Hume City Council,-37.67355,144.89234,Northern Metropolitan
Attwood,House,840000,Passed In,Barry Plant,28/10/2017,4,2,2,600,2011,Hume City Council,-37.67087,144.87814,Northern Metropolitan
Attwood,House,714000,Sold,YPA,28/10/2017,4,1,2,656,1982,Hume City Council,-37.67373,144.89627,Northern Metropolitan
Attwood,House,820000,Passed In,Barry Plant,9/12/2017,4,2,3,657,2004,Hume City Council,-37.66884,144.88636,Northern Metropolitan
Attwood,House,915000,Sold Prior,Barry Plant,9/12/2017,4,2,2,704,2000,Hume City Council,-37.67061,144.89095,Northern Metropolitan
Attwood,House,805000,Passed In,Barry Plant,24/02/2018,4,2,2,630,2000,Hume City Council,-37.6712,144.87911,Northern Metropolitan
Avondale Heights,House,705000,Sold,Nelson,22/05/2016,3,1,1,581,1960,Moonee Valley City Council,-37.7691,144.8575,Western Metropolitan
Avondale Heights,House,1100000,Passed In,Brad,22/05/2016,4,3,2,873,1992,Moonee Valley City Council,-37.7609,144.8639,Western Metropolitan
Avondale Heights,House,892500,Sold,Nelson,22/05/2016,3,1,1,586,1965,Moonee Valley City Council,-37.7642,144.8603,Western Metropolitan
Avondale Heights,House,634000,Sold,Nelson,28/05/2016,4,2,1,582,1950,Moonee Valley City Council,-37.7584,144.8568,Western Metropolitan
Avondale Heights,House,1155000,Sold,Nelson,4/06/2016,3,2,2,569,2008,Moonee Valley City Council,-37.7654,144.8655,Western Metropolitan
Avondale Heights,House,762000,Sold,Nelson,26/07/2016,4,2,2,589,1961,Moonee Valley City Council,-37.7573,144.8534,Western Metropolitan
Avondale Heights,House,680000,Sold,Nelson,6/08/2016,3,1,2,570,1970,Moonee Valley City Council,-37.7591,144.8542,Western Metropolitan
Avondale Heights,House,642000,Sold Prior,Moonee,28/08/2016,3,1,1,590,1960,Moonee Valley City Council,-37.7567,144.8572,Western Metropolitan
Avondale Heights,House,850000,Sold,Moonee,3/09/2016,3,1,1,593,1970,Moonee Valley City Council,-37.7677,144.8674,Western Metropolitan
Avondale Heights,House,522500,Sold,Nelson,24/09/2016,2,1,1,220,1995,Moonee Valley City Council,-37.756,144.8641,Western Metropolitan
Avondale Heights,House,680000,Passed In,Nelson,24/09/2016,4,2,2,554,1960,Moonee Valley City Council,-37.7649,144.8633,Western Metropolitan
Avondale Heights,Unit,500000,Sold,Nelson,24/09/2016,3,1,1,260,1990,Moonee Valley City Council,-37.7507,144.8576,Western Metropolitan
Avondale Heights,Townhouse,550000,Sold Prior,Moonee,24/09/2016,2,1,2,158,1993,Moonee Valley City Council,-37.7592,144.8681,Western Metropolitan
Avondale Heights,House,627500,Sold Prior,Moonee,8/10/2016,3,1,1,550,1970,Moonee Valley City Council,-37.7632,144.8622,Western Metropolitan
Avondale Heights,House,805000,Sold,Nelson,27/11/2016,3,2,2,593,1970,Moonee Valley City Council,-37.7607,144.8581,Western Metropolitan
Avondale Heights,House,890000,Sold,Moonee,27/11/2016,4,2,4,585,1960,Moonee Valley City Council,-37.757,144.8566,Western Metropolitan
Avondale Heights,Townhouse,851000,Sold,Nelson,3/12/2016,3,3,1,557,2017,Moonee Valley City Council,-37.77,144.8572,Western Metropolitan
Avondale Heights,House,950000,Sold,Moonee,10/12/2016,4,3,3,761,1970,Moonee Valley City Council,-37.7524,144.8714,Western Metropolitan
Avondale Heights,Townhouse,585000,Sold,Barry Plant,11/02/2017,2,1,1,136,2012,Moonee Valley City Council,-37.7623,144.8613,Western Metropolitan
Avondale Heights,House,806000,Sold,Moonee,4/03/2017,4,2,1,350,2008,Moonee Valley City Council,-37.7676,144.859,Western Metropolitan
Avondale Heights,Unit,440000,Sold,Nelson,18/03/2017,2,1,1,263,1999,Moonee Valley City Council,-37.7697,144.8657,Western Metropolitan
Avondale Heights,House,760000,Sold Prior,Moonee,22/04/2017,3,1,1,585,1960,Moonee Valley City Council,-37.7574,144.8574,Western Metropolitan
Avondale Heights,Unit,765000,Sold,Moonee,6/05/2017,3,2,1,292,2008,Moonee Valley City Council,-37.7593,144.8561,Western Metropolitan
Avondale Heights,House,1300000,Sold Prior,Nelson,20/05/2017,4,3,2,656,1990,Moonee Valley City Council,-37.7522,144.8659,Western Metropolitan
Avondale Heights,House,835000,Sold Prior,Nelson,27/05/2017,4,2,2,573,1960,Moonee Valley City Council,-37.76272,144.85569,Western Metropolitan
Avondale Heights,House,945000,Sold,Moonee,3/06/2017,5,2,1,570,1950,Moonee Valley City Council,-37.76848,144.86294,Western Metropolitan
Avondale Heights,House,750000,Sold Prior,Moonee,17/06/2017,3,1,1,585,1965,Moonee Valley City Council,-37.75986,144.85886,Western Metropolitan
Avondale Heights,House,773000,Sold,Moonee,24/06/2017,4,2,2,344,2004,Moonee Valley City Council,-37.75861,144.86687,Western Metropolitan
Avondale Heights,House,720000,Passed In,Harcourts,8/07/2017,3,1,1,582,1965,Moonee Valley City Council,-37.76063,144.8603,Western Metropolitan
Avondale Heights,House,1107500,Sold,Nelson,8/07/2017,3,3,1,668,2014,Moonee Valley City Council,-37.75962,144.86675,Western Metropolitan
Avondale Heights,House,934000,Sold,Moonee,15/07/2017,4,2,1,581,1975,Moonee Valley City Council,-37.76421,144.85594,Western Metropolitan
Avondale Heights,House,750000,Passed In,Barry Plant,22/07/2017,3,1,2,561,1990,Moonee Valley City Council,-37.7528,144.85585,Western Metropolitan
Avondale Heights,House,800000,Passed In,Barry Plant,22/07/2017,5,2,3,577,1985,Moonee Valley City Council,-37.75261,144.85631,Western Metropolitan
Avondale Heights,Unit,470000,Sold,Brad,16/09/2017,2,1,1,1150,1970,Moonee Valley City Council,-37.77091,144.86571,Western Metropolitan
Avondale Heights,House,785000,Passed In,Nelson,14/10/2017,3,1,1,595,1950,Moonee Valley City Council,-37.76342,144.86305,Western Metropolitan
Avondale Heights,House,900000,Sold,Moonee,21/10/2017,3,1,1,550,1975,Moonee Valley City Council,-37.75486,144.8655,Western Metropolitan
Avondale Heights,House,865000,Sold Prior,Brad,28/10/2017,3,1,2,590,1960,Moonee Valley City Council,-37.76092,144.85603,Western Metropolitan
Avondale Heights,House,801000,Sold,Hodges,28/10/2017,3,2,2,580,1950,Moonee Valley City Council,-37.76132,144.85619,Western Metropolitan
Avondale Heights,House,702500,Sold,Nelson,28/10/2017,3,1,1,201,2005,Moonee Valley City Council,-37.75728,144.85825,Western Metropolitan
Avondale Heights,House,900000,Passed In,Nelson,28/10/2017,4,3,1,612,1970,Moonee Valley City Council,-37.7526,144.85488,Western Metropolitan
Avondale Heights,House,1100000,Sold Prior,Moonee,11/11/2017,3,2,2,668,1980,Moonee Valley City Council,-37.7593,144.871,Western Metropolitan
Avondale Heights,House,790000,Passed In,LITTLE,11/11/2017,3,2,2,537,1970,Moonee Valley City Council,-37.7528,144.8567,Western Metropolitan
Avondale Heights,House,1068000,Sold,Nelson,18/11/2017,4,2,1,604,1970,Moonee Valley City Council,-37.7687,144.8602,Western Metropolitan
Avondale Heights,House,970000,Sold Prior,Moonee,9/12/2017,4,2,2,534,2000,Moonee Valley City Council,-37.76643,144.85492,Western Metropolitan
Avondale Heights,Townhouse,970000,Sold Prior,Moonee,9/12/2017,3,2,1,534,1960,Moonee Valley City Council,-37.76972,144.85516,Western Metropolitan
Avondale Heights,House,727500,Sold,Barry Plant,6/01/2018,3,1,1,641,1970,Moonee Valley City Council,-37.7576,144.85979,Western Metropolitan
Avondale Heights,House,730000,Sold,Moonee,3/02/2018,3,1,2,409,1975,Moonee Valley City Council,-37.76406,144.86071,Western Metropolitan
Bacchus Marsh,House,412000,Sold,FN,7/10/2017,3,2,2,818,1990,Moorabool Shire Council,-37.66869,144.42379,Western Victoria
Balaclava,House,1193000,Sold,McGrath,18/06/2016,3,1,1,178,1920,Port Phillip City Council,-37.8663,144.9948,Southern Metropolitan
Balaclava,Unit,540000,Passed In,McGrath,27/06/2016,2,1,1,483,1970,Port Phillip City Council,-37.8727,144.9969,Southern Metropolitan
Balaclava,House,1080000,Sold,Buxton,27/06/2016,3,1,1,157,1928,Port Phillip City Council,-37.8696,144.9925,Southern Metropolitan
Balaclava,House,1819000,Sold,Gary,3/09/2016,3,2,1,244,1900,Port Phillip City Council,-37.8668,144.9928,Southern Metropolitan
Balaclava,Townhouse,1015000,Sold,Gary,7/11/2016,2,1,2,114,2000,Port Phillip City Council,-37.8723,144.9961,Southern Metropolitan
Balaclava,House,981000,Sold,Buxton,25/02/2017,2,1,0,159,1930,Port Phillip City Council,-37.874,144.9933,Southern Metropolitan
Balaclava,House,1690000,Sold,McGrath,25/02/2017,3,2,2,339,1890,Port Phillip City Council,-37.872,144.9909,Southern Metropolitan
Balaclava,Unit,600000,Passed In,Buxton,3/09/2017,2,1,1,2283,1980,Port Phillip City Council,-37.87078,144.99898,Southern Metropolitan
Balaclava,House,1170000,Sold Prior,hockingstuart,9/12/2017,2,1,1,156,1890,Port Phillip City Council,-37.86955,144.99218,Southern Metropolitan
Balwyn,House,700000,Passed In,Marshall,7/05/2016,3,1,1,188,1970,Boroondara City Council,-37.8065,145.065,Southern Metropolitan
Balwyn,House,2125000,Sold Prior,Jellis,7/05/2016,3,2,2,699,1985,Boroondara City Council,-37.814,145.0966,Southern Metropolitan
Balwyn,House,3290000,Sold,Jellis,22/05/2016,4,3,2,1007,1910,Boroondara City Council,-37.8135,145.0995,Southern Metropolitan
Balwyn,Townhouse,1100000,Sold,hockingstuart,28/05/2016,3,2,1,259,1940,Boroondara City Council,-37.8161,145.0809,Southern Metropolitan
Balwyn,House,3020000,Passed In,Jellis,28/05/2016,5,3,2,715,2009,Boroondara City Council,-37.8028,145.0768,Southern Metropolitan
Balwyn,House,2450000,Sold,Marshall,28/05/2016,4,2,2,981,1960,Boroondara City Council,-37.8058,145.0627,Southern Metropolitan
Balwyn,House,1140000,Sold,Nelson,4/06/2016,3,2,2,175,1976,Boroondara City Council,-37.8162,145.0771,Southern Metropolitan
Balwyn,House,2800000,Passed In,Marshall,4/06/2016,5,3,2,678,2001,Boroondara City Council,-37.8048,145.0708,Southern Metropolitan
Balwyn,House,2000000,Passed In,hockingstuart,27/06/2016,3,1,2,739,1930,Boroondara City Council,-37.8039,145.0631,Southern Metropolitan
Balwyn,Unit,1053000,Sold,Fletchers,16/07/2016,2,1,2,231,1985,Boroondara City Council,-37.8123,145.0821,Southern Metropolitan
Balwyn,House,1800000,Passed In,Marshall,16/07/2016,3,2,2,380,1980,Boroondara City Council,-37.8161,145.0772,Southern Metropolitan
